username;nickname;deskripsi;view_count;like_count;comment_count;save_count;link;tanggal_posting;scraped_time;engagement_rate_content
mamalindy71;Lindy and Jlo;A warm up dinner  Jlo1017 #fyp #trap #perfect #foryou;5291.0;458.0;11.0;17.0;https://www.tiktok.com/@mamalindy71/video/7293434052260957486?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:52:15;0.09185409185409185
mamalindy71;Lindy and Jlo;You did not  Jlo1017 #fyp #how #fun #foryou;4896.0;399.0;6.0;18.0;https://www.tiktok.com/@mamalindy71/video/7293434010750094638?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:52:18;0.08639705882352941
mamalindy71;Lindy and Jlo;Best of the best  Jlo1017 #fyp #made #for #eachother #foryou;16300.0;908.0;16.0;31.0;https://www.tiktok.com/@mamalindy71/video/7293433961320107307?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:52:20;0.058588957055214726
mamalindy71;Lindy and Jlo;That was close  Jlo1017 #fyp #whew #together #foryou;3019.0;218.0;3.0;9.0;https://www.tiktok.com/@mamalindy71/video/7293433896086015275?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:52:23;0.07618416694269625
nessaabarrett;Ness;currently crying watching all of ur videos to club heaven. i love u so much 🤍☁️ ;3300000.0;420900.0;756.0;12300.0;https://www.tiktok.com/@nessaabarrett/video/7287326454696774954?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-08;2023-10-27 15:52:31;0.1315018181818182
nessaabarrett;Ness;club heaven ☁️ ;4600000.0;402200.0;2037.0;12000.0;https://www.tiktok.com/@nessaabarrett/video/7281035110692965662?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-09-21;2023-10-27 15:52:35;0.09048630434782609
nessaabarrett;Ness;👻👽☠️;222100.0;42700.0;716.0;1480.0;https://www.tiktok.com/@nessaabarrett/video/7294410262432582955?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:52:39;0.20214317874831156
nessaabarrett;Ness;*sad cowboy emoji* ;1800000.0;312600.0;921.0;12900.0;https://www.tiktok.com/@nessaabarrett/video/7294338409609301290?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:52:42;0.181345
keisyaleprongka;keisya levronka;ngga ketinggalan lagu baruku di #DebutAlbumLEVRONKA   ‘Tak Pantas Terluka’ ciptaan ka @mariogclau21 tentunya🫶🏻 selamat mendengarkan! semoga lagu ini bisa menggambarkan pedihnya mencintai seseorang dalam diam🥺;534500.0;21900.0;681.0;1349.0;https://www.tiktok.com/@keisyaleprongka/video/7232281246938828058?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-05-12;2023-10-27 15:52:50;0.04477081384471469
keisyaleprongka;keisya levronka;"introducing my #DebutAlbumLEVRONKA  💙 words can’t express my gratitude for the incredible support i’ve received over the years; especially @keisyakeys.official for being there every step of the way 🥹 enjoy my newest song ‘Better On My Own’ and the rest of my debut album on every digital streaming platforms!";7300000.0;157300.0;956.0;4788.0;https://www.tiktok.com/@keisyaleprongka/video/7232281082043927834?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-05-12;2023-10-27 15:52:52;0.022334794520547947
keisyaleprongka;keisya levronka;"Tak Ingin Usai duet challenge as you requested!!!🫶🏻 nanti akan ada hadiah untuk 5 orang pemenang; info lebih lanjut @keisyakeys.official ‘s instagram!  #TakInginUsai  #TakInginUsaiDuet  #KeisyaLevronka ";28700000.0;2400000.0;10600.0;101200.0;https://www.tiktok.com/@keisyaleprongka/video/7099772402120314139?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2022-05-20;2023-10-27 15:52:55;0.0875191637630662
keisyaleprongka;keisya levronka;"Levronka’s Concert: Terbuai Pilu bersama Keisya Levronka; 28 Oktober di Zepp; Kuala Lumpur.   beli tiketnya sekarang di link bio! ";38000.0;1553.0;41.0;67.0;https://www.tiktok.com/@keisyaleprongka/video/7290097649460497670?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-15;2023-10-27 15:52:57;0.04371052631578947
carolcastromx;Carol Castro;Jaja (;2400000.0;401100.0;1392.0;12600.0;https://www.tiktok.com/@carolcastromx/video/7294460595452071173?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:53:05;0.172955
carolcastromx;Carol Castro;Casi ;483800.0;80800.0;416.0;1866.0;https://www.tiktok.com/@carolcastromx/video/7294396167947963653?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:53:07;0.17172798677139314
carolcastromx;Carol Castro;Video completo en mi canal de yt ;382500.0;45400.0;294.0;1354.0;https://www.tiktok.com/@carolcastromx/video/7294378029705415941?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:53:10;0.12300130718954248
carolcastromx;Carol Castro;No entiendoooooo;2900000.0;618500.0;2282.0;24200.0;https://www.tiktok.com/@carolcastromx/video/7294027374767787270?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:53:12;0.22240758620689655
mikaylanogueira;Mikayla Nogueira;Shoutout to my brothers girlfriend for this discovery 😭❤️😊 #uggs  #shoes  #unboxing  #fashion  ;906100.0;114300.0;874.0;5369.0;https://www.tiktok.com/@mikaylanogueira/video/7294358317839830302?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:53:21;0.13303498510098224
mikaylanogueira;Mikayla Nogueira;If i could have color hair - it would deff be purple 😭😭😭💜  #makeup  #beauty  #hairtransformation  #wig  ;1000000.0;135800.0;1266.0;2035.0;https://www.tiktok.com/@mikaylanogueira/video/7294340248933305631?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:53:25;0.139101
mikaylanogueira;Mikayla Nogueira;I LOVE THE EYE MAKEUP SO MUCH 🥹💜 #makeup  #beauty  #hairtransformation  #wig  ;1200000.0;109000.0;843.0;2600.0;https://www.tiktok.com/@mikaylanogueira/video/7294323184927591711?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:53:29;0.0937025
mikaylanogueira;Mikayla Nogueira;I AM GONNA EAT THIS UPPPPPP  #wig  #makeup  #beauty  #hairtransformation  ;2100000.0;176300.0;889.0;4654.0;https://www.tiktok.com/@mikaylanogueira/video/7294307634075798814?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:53:32;0.08659190476190476
hesfinatia;PINAT🍅|| IG: @hesfinatia;Nangis sejadinyaa😭😭 #fyp  ;2100000.0;117900.0;980.0;2194.0;https://www.tiktok.com/@hesfinatia/video/7293837664460082437?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:53:40;0.057654285714285713
hesfinatia;PINAT🍅|| IG: @hesfinatia;Syok sama gerakan baby tomato pliss😭😭 #fyp  ;4100000.0;526700.0;1722.0;21000.0;https://www.tiktok.com/@hesfinatia/video/7293488674635926789?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:53:42;0.13400536585365855
hesfinatia;PINAT🍅|| IG: @hesfinatia;Kalian baru tau kan?!!😌 #fyp  ;762400.0;68500.0;169.0;2204.0;https://www.tiktok.com/@hesfinatia/video/7293136346837748998?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:53:45;0.09296038824763904
hesfinatia;PINAT🍅|| IG: @hesfinatia;Aku ratu tomat kan?!! #fyp  ;1100000.0;78800.0;895.0;3136.0;https://www.tiktok.com/@hesfinatia/video/7293067267737226501?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:53:48;0.07530090909090909
spriteder_spd;SPD No.1;นอนบ้านลูกเจ้าสัวจะเป็นยังไง..? 🏘️🖤 #yumela  #no1gang  ;9200000.0;842000.0;973.0;39000.0;https://www.tiktok.com/@spriteder_spd/video/7293495654855232773?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:53:55;0.09586663043478261
spriteder_spd;SPD No.1;เปิดบ้านแพรททริค No.1 gang 🏘️🖤 #spdผู้ให้no1  #patricktheoneyouknow  #no1gang  ;21300000.0;2100000.0;4199.0;103900.0;https://www.tiktok.com/@spriteder_spd/video/7292396090740100358?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:53:58;0.10366661971830986
spriteder_spd;SPD No.1;พาทีมงานทั้งสตูไปดู สัปเหร่อ 👻 #majorcineplex  #สัปเหร่อ  #no1gang  #spdผู้ให้no1  ;6000000.0;469700.0;778.0;16800.0;https://www.tiktok.com/@spriteder_spd/video/7292011474594090245?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:54:00;0.081213
spriteder_spd;SPD No.1;ซื้อตุ๊กตาไก่ไปฝากน้องญดา 🐓 #ญดา  #no1gang  #spdผู้ให้no1  ;3600000.0;269700.0;446.0;11400.0;https://www.tiktok.com/@spriteder_spd/video/7291626908901494021?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-26;2023-10-27 15:54:03;0.07820722222222222
ms.mawma.1;ms.mawma;I’m living a dillusion;1686.0;152.0;7.0;5.0;https://www.tiktok.com/@ms.mawma.1/video/7271863928177626411?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-09-01;2023-10-27 15:54:10;0.09727164887307237
ms.mawma.1;ms.mawma;;1267.0;157.0;6.0;5.0;https://www.tiktok.com/@ms.mawma.1/video/7271863707565657387?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-09-01;2023-10-27 15:54:13;0.13259668508287292
ms.mawma.1;ms.mawma;A Hairstylists worst nightmare;1343.0;124.0;7.0;2.0;https://www.tiktok.com/@ms.mawma.1/video/7271863525344234798?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-09-01;2023-10-27 15:54:15;0.09903201787043932
ms.mawma.1;ms.mawma;;1358.0;176.0;13.0;6.0;https://www.tiktok.com/@ms.mawma.1/video/7271863320917937450?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-09-01;2023-10-27 15:54:18;0.14359351988217967
daz_black;daz_black;Fanta!!!! 😂😂😂;23800000.0;5800000.0;23000.0;259900.0;https://www.tiktok.com/@daz_black/video/6878416227140635906?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2020-10-01;2023-10-27 15:54:25;0.2555840336134454
daz_black;daz_black;#stitch  with @garettraymond   we’re all doomed 😂😂;30700000.0;5800000.0;58000.0;263000.0;https://www.tiktok.com/@daz_black/video/6968853671731940614?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2021-06-01;2023-10-27 15:54:27;0.19938110749185667
daz_black;daz_black;Don’t try tiktok trends with your daughter around W/ @sarahlykewll  😂😂😂;24900000.0;3900000.0;13400.0;165200.0;https://www.tiktok.com/@daz_black/video/7068699176640564485?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2022-02-26;2023-10-27 15:54:30;0.1637991967871486
daz_black;daz_black;Justin Beiber tried to kill me ;24900.0;3936.0;68.0;272.0;https://www.tiktok.com/@daz_black/video/7294409407054564641?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:54:32;0.1717269076305221
nathaliavalente;Nathalia;;168800.0;29500.0;111.0;867.0;https://www.tiktok.com/@nathaliavalente/video/7294436642411056390?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:54:40;0.18055687203791468
nathaliavalente;Nathalia;FURANDO A LATINHA COM A MINHA UNHA NO FINAL DO VÍDEO ;206800.0;33800.0;67.0;761.0;https://www.tiktok.com/@nathaliavalente/video/7294400893749923078?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:54:42;0.16744680851063828
nathaliavalente;Nathalia;Meu filho pula muito alto ;738800.0;77300.0;243.0;2876.0;https://www.tiktok.com/@nathaliavalente/video/7294054659738602757?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:54:45;0.1088508391987006
nathaliavalente;Nathalia;abrindo um calendário de natal da kinder ;390200.0;48800.0;125.0;1744.0;https://www.tiktok.com/@nathaliavalente/video/7294010451128601861?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:54:47;0.12985392106611993
hoaa.hanassii;Đào Lê Phương Hoa;Mình tên Hoa nên nhảy FLOWER hợp lý quá ròii  🌺 #JISOO_FLOWER  #지수꽃  #FLOWERchallenge  #JISOO  #지수  #BLACKPINK  #블랙핑크  ;55100000.0;4100000.0;14900.0;234200.0;https://www.tiktok.com/@hoaa.hanassii/video/7217800282841861402?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-04-03;2023-10-27 15:54:56;0.07893103448275862
hoaa.hanassii;Đào Lê Phương Hoa;Pak pong vong =))) #chikadance ;79500000.0;6200000.0;36000.0;123000.0;https://www.tiktok.com/@hoaa.hanassii/video/7078983531975724314?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2022-03-25;2023-10-27 15:55:00;0.0799874213836478
hoaa.hanassii;Đào Lê Phương Hoa;New trend đá chân biến hình p2;71900000.0;5700000.0;33300.0;493000.0;https://www.tiktok.com/@hoaa.hanassii/video/7008839730506878235?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2021-09-17;2023-10-27 15:55:03;0.08659666203059806
hoaa.hanassii;Đào Lê Phương Hoa;Đu trend bắn ảnh xíu xem sao ;807800.0;114900.0;752.0;2573.0;https://www.tiktok.com/@hoaa.hanassii/video/7293858814787456258?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:55:07;0.14635429561772717
cznburak;cznburak;Czn Burak Vadi İstanbul Mallda Açıldı❤️;10800000.0;516500.0;4846.0;22200.0;https://www.tiktok.com/@cznburak/video/7282410556911357190?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-09-24;2023-10-27 15:55:14;0.050328333333333336
cznburak;cznburak;Czn Burak İstanbulda İlk Restaurantı Vadi İstanbulda Açılıyor❤️🤗;20700000.0;1000000.0;11300.0;39900.0;https://www.tiktok.com/@cznburak/video/7258664307167137030?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-07-22;2023-10-27 15:55:17;0.050782608695652175
cznburak;cznburak;En Güzel Bağ Sevgidir🥺❤️;193500000.0;23500000.0;196400.0;901200.0;https://www.tiktok.com/@cznburak/video/7120985110991604993?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2022-07-16;2023-10-27 15:55:19;0.12711937984496124
cznburak;cznburak;Sizce Yemeğimizin İsmi Ne Olsun? 😞 İstanbuldaki tek Czn Burak Restaurantı Vadi İstanbul Mallda Başka Şubemiz Yok.;3400000.0;102500.0;2541.0;4265.0;https://www.tiktok.com/@cznburak/video/7294280441815715078?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:55:22;0.032148823529411764
priv_mav;MAV;Un borrador jajaja;1100000.0;193000.0;155.0;4703.0;https://www.tiktok.com/@priv_mav/video/7293966631787695365?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:55:29;0.17987090909090908
priv_mav;MAV;;4700000.0;681000.0;1386.0;20700.0;https://www.tiktok.com/@priv_mav/video/7293289591195438342?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:55:32;0.1495927659574468
priv_mav;MAV;;4000000.0;510200.0;1240.0;14100.0;https://www.tiktok.com/@priv_mav/video/7292945639330106629?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:55:34;0.131385
priv_mav;MAV;;7400000.0;839600.0;916.0;29600.0;https://www.tiktok.com/@priv_mav/video/7292924418420985094?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:55:37;0.11758324324324325
christophersturniolo;Christopher Sturniolo;not letting matt the cup part is a sin ;3100000.0;657800.0;7302.0;63300.0;https://www.tiktok.com/@christophersturniolo/video/7286886090592619806?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-06;2023-10-27 15:55:44;0.2349683870967742
christophersturniolo;Christopher Sturniolo;absolute certified hit ;7800000.0;1500000.0;21700.0;140000.0;https://www.tiktok.com/@christophersturniolo/video/7268425461208878382?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-08-18;2023-10-27 15:55:47;0.21303846153846154
christophersturniolo;Christopher Sturniolo;☀️;3500000.0;496800.0;10200.0;52100.0;https://www.tiktok.com/@christophersturniolo/video/7263538965846822186?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-08-05;2023-10-27 15:55:49;0.15974285714285713
christophersturniolo;Christopher Sturniolo;Something ill remember 4L love you bro @Lil Skies  #greenscreenvideo  ;4400000.0;447100.0;6794.0;45000.0;https://www.tiktok.com/@christophersturniolo/video/7249779463825755438?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-06-28;2023-10-27 15:55:52;0.113385
jimena.jimenezr;Jimena;;563400.0;70900.0;197.0;2306.0;https://www.tiktok.com/@jimena.jimenezr/video/7294060408447569157?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:55:59;0.13028576499822506
jimena.jimenezr;Jimena;;213900.0;10700.0;111.0;356.0;https://www.tiktok.com/@jimena.jimenezr/video/7293335556359048453?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:56:02;0.052206638616175784
jimena.jimenezr;Jimena;Im obsessed es mi nueva rola la pondre en mi playlist de musica que quiero en mi funeral;218300.0;14300.0;79.0;388.0;https://www.tiktok.com/@jimena.jimenezr/video/7293333152074927366?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:56:04;0.06764544205222171
jimena.jimenezr;Jimena;;452900.0;64400.00000000001;145.0;2475.0;https://www.tiktok.com/@jimena.jimenezr/video/7293318673178070278?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:56:07;0.1479796864650033
duolingo;Duolingo;"every time you open Google Translate; I lose a feather. #duolingo  #swiftok  #enchanted  #languagelearning  #trend  #brandtok  #comedy ";33100000.0;6100000.0;130300.0;208200.0;https://www.tiktok.com/@duolingo/video/7030838886578359558?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2021-11-15;2023-10-27 15:56:15;0.1945166163141994
duolingo;Duolingo;real ones let you do the bare minimum and give you full credit 😌 #Duolingo  #ourgodisanawesomegod  #trend  #comedy  #god  #imscared  #DuaLipa  #DuaLingo ;21500000.0;2700000.0;38600.0;65200.0;https://www.tiktok.com/@duolingo/video/7025995677025127726?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2021-11-02;2023-10-27 15:56:19;0.1304093023255814
duolingo;Duolingo;Listen…you’re only playin’ yourself 🧢 #cap  #run  #bescared  #comedy  #duolingo ;22100000.0;2400000.0;77900.0;83100.0;https://www.tiktok.com/@duolingo/video/7015991863958080773?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2021-10-06;2023-10-27 15:56:23;0.11588235294117646
duolingo;Duolingo;be careful what you wish for #duolingo  #spookyseason  ;367700.0;61100.0;5440.0;8127.0;https://www.tiktok.com/@duolingo/video/7294314402596146463?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-27;2023-10-27 15:56:26;0.2030649986401958
mariolcalderon;Mario Calderon;I miss that grazy lady! #humbled  #putmefirst  #whatsgoingon  #mustbenice  #millenials  #eldermillenial  #grandma  #grandmasoftiktok  #alzheimers  #dementia ;27300000.0;4100000.0;38800.0;121700.0;https://www.tiktok.com/@mariolcalderon/video/7051644213427178799?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2022-01-11;2023-10-27 15:56:35;0.15606227106227105
mariolcalderon;Mario Calderon;im just gonna play my music loud so I don’t hear the noise!#AEJeansHaveFun  #KeepItRealMeals  #cadillac  #nissan  #catalyticconverter ;17800000.0;3000000.0;75600.0;88600.0;https://www.tiktok.com/@mariolcalderon/video/7008554887483264261?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2021-09-16;2023-10-27 15:56:39;0.17776404494382023
mariolcalderon;Mario Calderon;#stitch  with @♊︎  Did I Go Too Far?!?! #millenial  #eldermillenial  #millenialsoftiktok  #lgbtq🏳️‍🌈  ;1000000.0;142400.0;4447.0;4206.0;https://www.tiktok.com/@mariolcalderon/video/7293665540298607915?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:56:42;0.151053
mariolcalderon;Mario Calderon;"Im just sayin!!! If i do all the work; you aint gettin not a damn dime! Thats my vacation money! 😂😂😂😂#millenial  #eldermillenial  #millenialsoftiktok  #lgbtq🏳️‍🌈  ";357800.0;73300.0;1560.0;2476.0;https://www.tiktok.com/@mariolcalderon/video/7293221404328070446?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;;2023-10-27 15:56:46;0.2161430967020682
davidyrodriguez;That French Guy;;6800000.0;1300000.0;13600.0;37200.0;https://www.tiktok.com/@davidyrodriguez/video/7154137138836147462?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2022-10-14;2023-10-27 15:56:54;0.1986470588235294
davidyrodriguez;That French Guy;The audacity of this DJ. Don’t do this again.;34000000.0;6300000.0;17800.0;235800.0;https://www.tiktok.com/@davidyrodriguez/video/7123320505687477509?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2022-07-23;2023-10-27 15:56:58;0.1927529411764706
davidyrodriguez;That French Guy;;3100000.0;519600.0;2596.0;23400.0;https://www.tiktok.com/@davidyrodriguez/video/7286869190504369441?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-06;2023-10-27 15:57:01;0.17599870967741935
davidyrodriguez;That French Guy;;677800.0;134400.0;344.0;5961.0;https://www.tiktok.com/@davidyrodriguez/video/7286146395055082784?is_from_webapp=1&sender_device=pc&web_id=7294556990176445960;2023-10-04;2023-10-27 15:57:05;0.20759073473000886
vipmotorsuae;VIP Motors;Bugatti Chiron Full Carbon ;44100000.0;3100000.0;21300.0;207700.0;https://www.tiktok.com/@vipmotorsuae/video/7280084234549710098?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;2023-09-18;2023-10-27 15:58:52;0.0754875283446712
vipmotorsuae;VIP Motors;"10;000;000$ Lamborghini Veneno Roadster  limited edition 1 of 9    #lamborghini  #dubai  #vipmotorsuae  ";17400000.0;884600.0;2196.0;64800.0;https://www.tiktok.com/@vipmotorsuae/video/7233777050589449479?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;2023-05-16;2023-10-27 15:58:54;0.05468942528735632
vipmotorsuae;VIP Motors;Lamborghini Sian (Limited Edition 1 of 63) #vipmotorsuae  #mydubai  #sian ;27500000.0;1400000.0;12600.0;35700.0;https://www.tiktok.com/@vipmotorsuae/video/7084654483648548098?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;2022-04-10;2023-10-27 15:58:57;0.05266545454545454
vipmotorsuae;VIP Motors;Jason Derulo   #vipmotorsuae  #Dubai  #Gitex  ;104000.0;9934.0;15.0;482.0;https://www.tiktok.com/@vipmotorsuae/video/7292308074646277394?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;;2023-10-27 15:58:59;0.10029807692307692
manja_faiez;Manja;Wie würdet ihr reagieren?🤣🥵#fyp  #foryoupage  ##typischfrau  #typischmann  #nomobbing  #justforfun #couplecomedy  #funnyvideos #fypシ  #fypage  #fürdich  #goviral  #viralvideo  #viraltiktok #nehmtesmithumor ;644700.0;45800.0;667.0;3057.0;https://www.tiktok.com/@manja_faiez/video/7293464627206262048?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;;2023-10-27 15:59:07;0.07681712424383434
manja_faiez;Manja;Wie würdet ihr reagieren?🤣🥵#fyp  #foryoupage  ##typischfrau  #typischmann  #nomobbing  #justforfun #couplecomedy  #funnyvideos #fypシ  #fypage  #fürdich  #goviral  #viralvideo  #viraltiktok #nehmtesmithumor ;233700.0;14700.0;182.0;630.0;https://www.tiktok.com/@manja_faiez/video/7292823578175638817?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;;2023-10-27 15:59:09;0.06637569533590072
manja_faiez;Manja;Wie würdet ihr reagieren?🤣🥵#fyp  #foryoupage  ##typischfrau  #typischmann  #nomobbing  #justforfun #couplecomedy  #funnyvideos #fypシ  #fypage  #fürdich  #goviral  #viralvideo  #viraltiktok #nehmtesmithumor ;137000.0;9857.0;171.0;421.0;https://www.tiktok.com/@manja_faiez/video/7292727009946422560?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;;2023-10-27 15:59:12;0.07627007299270074
manja_faiez;Manja;Wer kennt es??🤣🥵#fyp  #foryoupage  ##typischfrau  #typischmann  #nomobbing  #justforfun  #couplecomedy  #funnyvideos #fypシ  #fypage  #fürdich  #goviral  #viralvideo  #viraltiktok  ;250400.0;14300.0;465.0;622.0;https://www.tiktok.com/@manja_faiez/video/7292334452036881696?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;;2023-10-27 15:59:15;0.06144968051118211
justicia_y_verdad;justicia y verdad;#leon  #cachorro  #sad  #cristianostiktok  #vidareal  #reencuentro  ;11500000.0;1000000.0;22800.0;90100.0;https://www.tiktok.com/@justicia_y_verdad/video/7216003580619279621?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;2023-03-29;2023-10-27 15:59:23;0.09677391304347827
justicia_y_verdad;justicia y verdad;#amoralprojimo💞  #jovenescristianos  #cristianostiktok  #jesus  #asesina  #hijadepastor  ;21100000.0;1700000.0;18500.0;226800.0;https://www.tiktok.com/@justicia_y_verdad/video/7185546601291730181?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;2023-01-06;2023-10-27 15:59:25;0.09219431279620853
justicia_y_verdad;justicia y verdad;#Jeshua  #cristianostiktok  #evangelicos  #milagro  #lider  #arrepentimiento  ;2300000.0;144800.0;6206.0;19000.0;https://www.tiktok.com/@justicia_y_verdad/video/7262709934922435845?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;2023-08-02;2023-10-27 15:59:28;0.07391565217391305
justicia_y_verdad;justicia y verdad;#cristianostiktok  #yeshua  #luistoro  #evangelicostiktok  #devate  #evangelicos  ;63800.0;2438.0;746.0;372.0;https://www.tiktok.com/@justicia_y_verdad/video/7293028024247799046?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;;2023-10-27 15:59:31;0.05573667711598746
nhuchuu0909;Như Chuu 🍇;Dùng kem body gạo nhà tui giờ trắng tươi đi đâu cũng đc khen 🥳 phụ nữ sẽ đẹp hơn khi các bà biết yêu bản thân á;2900000.0;91000.0;663.0;4099.0;https://www.tiktok.com/@nhuchuu0909/video/7197005849095671067?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;2023-02-06;2023-10-27 15:59:39;0.03302137931034483
nhuchuu0909;Như Chuu 🍇;Đem kem body gạo cho chị @Ngọc Matcha ☘️  sài da trắng quá chị ume kem nhà tui lun dòii. Bởi ta nói phụ nữ hãy biết yêu thương bản thân chính mình 🥰🥰;4300000.0;163800.0;516.0;6516.0;https://www.tiktok.com/@nhuchuu0909/video/7205159994457591045?is_from_webapp=1&sender_device=pc&web_id=7294560009882355208;2023-02-28;2023-10-27 15:59:43;0.039728372093023254
